Vernier Format 2
Untitled.cmbl 5/18/16 21:09 .
Latest
Wavelength	Intensity
λ	I
nm	rel

472.410664707	0.0121814205134
472.615242854	0.0125720425156
472.819808072	0.012759295499
473.024360358	0.0127332028702
473.22889971	0.0127232262768
473.433426125	0.0128966655155
473.637939599	0.0131199877211
473.842440131	0.0133809140094
474.046927716	0.0135911899006
474.251402352	0.0137323970684
474.455864037	0.0139357660873
474.660312767	0.0140731361038
474.864748539	0.0142872491462
475.069171351	0.0147899159664
475.273581199	0.0150953532098
475.477978081	0.0153447680442
475.682361994	0.0154153716281
475.886732934	0.0155343233184
476.0910909	0.0155819039945
476.295435888	0.0156739956256
476.499767895	0.0157660872568
476.704086918	0.0159725259967
476.908392955	0.0159602471125
477.112686002	0.0161444303749
477.316966057	0.0163953800698
477.521233116	0.0165112620391
477.725487178	0.0168412570508
477.929728238	0.0169579064503
478.133956294	0.0167852346418
